r (Å),exact_total (Ha),vqe_total (Ha),signed_err (Ha),abs_err (Ha),pct_err (%),n_qubits,tapered,time_s,best_info
0.4,-0.914149704627083,-0.9141497046169018,1.0181189225022536e-11,1.0181189225022536e-11,1.1137332510735576e-09,4,no,13.558035373687744,"(1, 'L_BFGS_B', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c937ed030>)"
0.6000000000000001,-1.1162860068695397,-1.1162858250249408,1.8184459893433313e-07,1.8184459893433313e-07,1.62901440863072e-05,4,no,14.857444286346436,"(5, 'SLSQP', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c89b8a7a0>)"
0.8,-1.1341476666770967,-1.1341476666546226,2.247402264288212e-11,2.247402264288212e-11,1.981578175682188e-09,4,no,15.100637435913086,"(1, 'L_BFGS_B', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c8a6de3e0>)"
1.0,-1.1011503302326187,-1.101150330171282,6.133671348607095e-11,6.133671348607095e-11,5.570239757646309e-09,4,no,17.914159536361694,"(4, 'L_BFGS_B', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c936906d0>)"
1.2000000000000002,-1.056740746305258,-1.0567407432816285,3.02362956894342e-09,3.02362956894342e-09,2.8612784919244436e-07,4,no,16.361944675445557,"(2, 'COBYLA', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c935562f0>)"
1.4,-1.0154682492882454,-1.0154682483687147,9.195306738263298e-10,9.195306738263298e-10,9.055238058608337e-08,4,no,16.186245918273926,"(3, 'COBYLA', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c89b8afe0>)"
1.6,-0.9834727290331733,-0.9834727290282532,4.920064355928844e-12,4.920064355928844e-12,5.002746096239631e-10,4,no,17.424777507781982,"(3, 'L_BFGS_B', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c89c02e60>)"
1.8000000000000003,-0.961816952792581,-0.9618169527620556,3.0525360017463754e-11,3.0525360017463754e-11,3.1737182349339035e-09,4,no,16.127910137176514,"(3, 'L_BFGS_B', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c937ec7f0>)"
2.0,-0.948641112176186,-0.9372128330240226,0.011428279152163379,0.011428279152163379,1.2046999656115331,4,no,16.224413871765137,"(1, 'L_BFGS_B', <qiskit_algorithms.minimum_eigensolvers.vqe.VQEResult object at 0x7f6c9015c370>)"
